left_id,right_id,confidence_score,predicted_match,ground_truth_match,prediction_correct,blocking_similarity,name_similarity,record_threshold,record_similarity,title_similarity,attribution_similarity,provision_similarity,subjects_similarity,genres_similarity,genres_is_original,attribution_is_original,subjects_is_original,provision_is_original
12328111#Agent100-17,5623461#Agent600-19,0.7104217016307242,True,True,True,1.0000000000000016,1.0,0.0,0.5066719908615087,0.4747838074276883,0.7608670230696922,0.6487860002446113,0.510913139651532,0.7000784563481017,0.0,0.0,1.0,1.0
12596995-bdb04d84-8ffe-4a38-b0d1-5eb6fdd529a2#http://id.loc.gov/rwo/agents/n50043984,1936738#Agent100-11,0.9966983045411971,True,True,True,0.9999999999999991,1.0,1.0,0.6235523501694311,0.44193914326895994,1.0,1.0,0.46247919424280237,0.5692671189640407,0.0,0.0,1.0,0.0
13768745-50dc2c72-6332-49bf-9bc0-ce20c6f85d5e#http://id.loc.gov/rwo/agents/n85351556,1455560#Agent700-24,0.9706615573877387,True,True,True,1.0000000000000022,1.0,1.0,0.697553739057591,0.6610092152791895,0.5929144807214413,0.8994019520324725,0.5339178407737424,1.0,0.0,1.0,1.0,1.0
14664571-db9ba23d-e036-4c52-bdda-2ee5f533d64a#http://id.loc.gov/rwo/agents/no2009091284,14689589-fb4e7ca3-89e6-4bb0-a15b-84df9c507c1c#http://id.loc.gov/rwo/agents/no2009091284,0.9796716038934108,True,True,True,0.9999999999999994,1.0,1.0,0.8067535183584496,0.6745827731330156,0.9082057522783276,0.903738675316434,0.7209993041002094,0.7477644462438773,1.0,1.0,1.0,1.0
14664583-53274e91-06f0-420e-8ec9-83c59e9e887a#http://id.loc.gov/rwo/agents/no2009091284,14664587-28616be8-bd22-45d8-beca-5e1fa926859a#http://id.loc.gov/rwo/agents/no2009091284,0.9757896559581222,True,True,True,0.9999999999999994,1.0,1.0,0.8434693252660306,0.7244002344698118,1.0,0.9841083614822556,0.759057192166485,0.9838300827950075,1.0,1.0,1.0,1.0
1561047#Agent100-14,1729209#Agent100-14,0.9700547519212325,True,True,True,1.0000000000000022,1.0,1.0,0.6281244829230899,0.5710402841275634,0.7020299118865159,0.7982851189923493,0.524610208848788,1.0,0.0,1.0,1.0,1.0
16079506#Agent600-32,9856120#Agent692-40,0.9893766666959631,True,True,True,0.9999999999999999,1.0,1.0,0.5506724052745855,0.42827386196045525,0.42234822325669824,0.4943222082686247,0.5475284360340475,0.5120403474172868,1.0,1.0,1.0,1.0
130448#Agent692-21,9055865#Agent100-13,0.9781371101893055,True,True,True,0.9999999999999984,1.0,1.0,0.6424984170820509,0.6016066671620592,1.0,0.8939211354900203,0.7807617067365202,0.808971149656285,0.0,1.0,0.0,1.0
1428277#Agent100-14,15430740#Agent100-12,0.9753749679702195,True,True,True,1.0000000000000004,1.0,1.0,0.7991137227633806,0.6739976365741425,0.7717374011286142,0.8875501610800223,0.3265721752910884,1.0,0.0,0.0,1.0,1.0
12951534-0c7d0ab5-31d7-45fc-a614-ef97cf5d2867#http://id.loc.gov/rwo/agents/n50022330,9149327#Agent100-13,0.9785631880660411,True,True,True,0.9999999999999986,1.0,1.0,0.6364032500626493,0.36266629010607365,0.8856261497018152,0.8633620056520318,0.6735538967225654,1.0,1.0,0.0,1.0,1.0
1272683#Agent700-34,15439461#Agent100-12,0.9900472643163113,True,True,True,0.999999999999998,1.0,1.0,0.65875143206442,0.4946385825796302,0.5328211130548476,0.5998612018652367,0.6491715912846563,1.0,0.0,1.0,0.0,1.0
10755192#Agent600-20,9069072#Agent700-25,0.7031208028307215,True,False,False,1.0000000000000004,1.0,0.0,0.3715702780631609,0.1608593147710665,0.7884454085076433,0.45102136270539195,0.22170809713362288,0.9832916962777769,0.0,0.0,1.0,1.0
16044322#Agent700-31,4183202#Agent700-36,0.3438299420055497,False,True,False,0.9365983055669168,0.5769230769230769,0.0,0.5413030526948812,0.4358883972901461,0.9744197825361982,0.5044405435968187,0.4164760941282988,0.3323510211407269,1.0,0.0,1.0,1.0
15857044#Agent600-27,2355143#Agent700-21,0.29051372609022835,False,True,False,0.8491170863955775,0.56,0.0,0.5343776004405781,0.2651725914762608,0.44373849106831487,0.47754002679438334,0.616575239678063,0.757094002675312,0.0,1.0,1.0,1.0
11304036#Agent700-39,12181005#Agent700-34,0.987698251995852,True,True,True,1.0000000000000027,1.0,1.0,0.7184892038204564,0.6286514489880696,0.9294807915420695,0.642273345181855,0.7630180556393806,0.7186370490707477,1.0,0.0,1.0,1.0
16037329#Agent700-52,16044366#Agent700-32,0.9889264995337717,True,True,True,1.0000000000000007,1.0,1.0,0.6383744923411824,0.4794370101193547,0.6146329068020742,0.5966981999159051,0.6672207961290719,1.0,1.0,0.0,1.0,1.0
6307481#Agent600-18,999847#Agent700-27,0.9857556292140853,True,True,True,0.9543486479213061,0.9811320754716981,1.0,0.666249447523614,0.5117659654340395,0.47480941247129194,0.4925021107629236,0.9279249892565795,1.0,0.0,1.0,1.0,1.0
1484712#Agent700-20,8917889#Agent700-30,0.8611510473461802,True,False,False,0.9365983055669168,0.5769230769230769,1.0,0.5572066492421808,0.32457628351524337,0.6079984385844487,0.5166550124476198,0.3780143782180876,0.7673556924044596,0.0,1.0,1.0,1.0
2652260#Agent100-12,5281900#Agent100-11,0.9786217572475857,True,True,True,1.0000000000000018,1.0,1.0,0.7291201476684874,0.48082886900041244,0.985664360253938,0.715804628515398,0.8189235725248392,1.0,0.0,0.0,1.0,1.0
1922042#Agent600-18,282762#Agent600-26,0.9871115262268879,True,True,True,1.0,1.0,1.0,0.6677862998777511,0.6556929224445465,0.6090837045031787,0.7570801382884856,0.7906719816857116,1.0,0.0,1.0,0.0,1.0
1168799#Agent100-13,7380057#Agent100-10,0.9758702234430741,True,True,True,1.0000000000000004,1.0,1.0,0.661128364857882,0.5177391833984926,0.6323575198771056,0.7380504076167349,0.6096117391438527,1.0,0.0,1.0,1.0,1.0
5684662#Agent100-14,7355028#Agent100-11,0.9909640138557484,True,True,True,1.0000000000000018,1.0,1.0,0.6482776089970839,0.6244301245655508,0.7326574863673834,0.5619606845781077,0.6083576541869433,0.9999999999999999,0.0,0.0,0.0,1.0
1289809#Agent100-13,15632172#Agent600-34,0.3726055176304758,False,True,False,0.9465679675037311,0.6666666666666667,0.0,0.5474932627591402,0.31668334923654645,0.5113007055838519,0.587328688132879,0.2689728834465937,1.0,0.0,0.0,1.0,1.0
14674271-41e7c2c7-30b7-4110-a0f2-1f7b929c2ea9#http://id.loc.gov/rwo/agents/no2009091284,14674275-64416047-c8e9-4eca-be7d-2b581142fc31#http://id.loc.gov/rwo/agents/no2009091284,0.9803820466685174,True,True,True,0.9999999999999994,1.0,1.0,0.9552286086722008,0.9033405270651806,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0
5489307#Agent100-11,88229#Agent600-20,0.8279862237455498,True,True,True,0.9350886719704905,0.5769230769230769,1.0,0.5745702359804681,0.5224452748283942,0.504595701001977,0.7546971733557555,0.6624957737033808,1.0,0.0,1.0,1.0,1.0
4127525#Agent700-30,53144#Agent700-22,0.21289078956672794,False,False,True,0.9365983055669168,0.5769230769230769,0.0,0.5134896021517908,0.3470338947526961,0.777365834950406,0.5570420144203232,0.2861617443561589,0.7673556924044596,0.0,1.0,1.0,1.0
10096888#Hub240-11-Agent,12181005#Agent700-38,0.9885108443535265,True,True,True,1.0000000000000027,1.0,1.0,0.7465715294854025,0.7634088359170181,0.9999999999999999,0.6104054495083624,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0
11257757#Agent700-71,12143179#Agent700-39,0.989485413587935,True,True,True,1.0000000000000027,1.0,1.0,0.7898068131193434,0.5931701425464353,0.7968797957612354,0.4547326873429922,0.8423522401858439,0.8513036250359858,0.0,0.0,1.0,1.0
11170083#Agent700-51,4183202#Agent700-35,0.9829587438657887,True,True,True,1.0000000000000016,1.0,1.0,0.6920811159492459,0.43828847346452415,0.9744197825361982,0.7638624197127843,0.6474747989493411,0.7302569283038349,1.0,0.0,1.0,1.0
16044024#Agent700-40,9146693#Agent100-18,0.31780770358729526,False,True,False,0.9386673863177201,0.5925925925925926,0.0,0.5172999863400869,0.3590028485674556,0.4882889601325938,0.431845356374458,0.37906089598917647,0.7382198223024152,0.0,1.0,1.0,1.0
11257757#Agent700-67,16042848-d6085b93-08e0-4343-861d-65cea8dc0751#http://id.loc.gov/rwo/agents/n85352581,0.9832104008957139,True,True,True,1.0000000000000027,1.0,1.0,0.6939226933223888,0.6364270974026625,0.666442058052931,0.5582592811660425,0.5425346048033614,0.7382198223024152,0.0,1.0,1.0,1.0
1324630#Agent700-27,4602552#Agent700-29,0.9749850795088889,True,True,True,1.0000000000000002,1.0,1.0,0.5662686786516378,0.4108772164109672,0.7349825790416081,0.7683015575281287,0.5615701866495215,0.6692435022605724,0.0,0.0,1.0,1.0
15519956#Agent100-11,15845202#Agent100-9,0.1033817670235206,False,False,True,0.7054170440778921,0.4347826086956522,0.0,0.4369307477084128,0.2926905171396084,0.9996954901811987,0.5792431020551536,0.3140492160855344,0.967495864735525,0.0,0.0,1.0,1.0
14703468#Agent700-23,16044322#Agent700-31,0.808926429250661,True,False,False,1.0000000000000009,1.0,0.0,0.4482768249972353,0.2180345618702029,0.5528345854957153,0.36910602259289826,0.6146651202252258,0.7427924220992768,0.0,0.0,1.0,1.0
12349955#Agent700-25,4748987#Agent692-23,0.9706858408895311,True,True,True,0.9647970671160677,0.95,1.0,0.6610340323031774,0.5518451645357358,0.8495887496895524,0.6257339685260739,0.47768427584096135,0.7297389361396727,0.0,1.0,1.0,1.0
7027328#Agent700-20,8801361#Agent700-22,0.9710352892064051,True,True,True,0.9999999999999993,1.0,1.0,0.6092683303895,0.41913860437117123,0.9097843180317582,0.6450195965259666,0.4021776947563451,0.9999999999999999,0.0,1.0,1.0,1.0
11837671#Agent100-12,9364#Agent100-15,0.8827325812456868,True,True,True,0.9495295854748032,0.5925925925925926,1.0,0.6881789060929648,0.4894150199455959,0.3986693621678566,0.6579107557252138,0.5104594554105386,1.0,0.0,1.0,1.0,1.0
2128161#Agent100-12,3599917#Agent700-36,0.9917239248413297,True,True,True,1.0000000000000018,1.0,1.0,0.6543342778698442,0.4098270746210786,0.49503823710671313,0.5458548301193227,0.9490320836170474,0.9995877548067811,0.0,1.0,0.0,1.0
10964092#Agent700-26,12488191#Agent700-36,0.9724817947123556,True,True,True,0.9999999999999973,1.0,1.0,0.7124109285768147,0.6737779010745371,0.9484784253985201,0.9402867859042392,0.5940324442078304,1.0,1.0,1.0,1.0,1.0
1289809#Agent100-13,3599917#Agent700-53,0.9848244292523822,True,True,True,1.0000000000000018,1.0,1.0,0.6080182513366421,0.4443867378125109,0.420368022474778,0.4883631385396118,0.5022639303049007,0.9995877548067811,0.0,1.0,1.0,1.0
13031581#Agent600-32,8059561#Agent600-18,0.981592365767386,True,True,True,0.9999999999999997,1.0,1.0,0.6003529231967786,0.41146235002069764,0.586653296665015,0.5107154426043897,0.42768578017605197,1.0,0.0,1.0,1.0,1.0
11366290#Agent100-12,7932218#Agent600-24,0.9789345023661626,True,True,True,0.956994328144457,0.7027027027027026,1.0,0.5728296155818345,0.4492197416252287,0.7036454148808355,0.4355556423696736,0.7548251679182505,0.47437012857917116,1.0,0.0,0.0,1.0
3531490#Agent700-18,6423072#Agent600-27,0.7369999660013533,True,True,True,1.0000000000000029,1.0,0.0,0.49717502428688515,0.37521145185489735,0.5139361900333131,0.4915977437050125,0.3253491071758331,0.9999999999999998,0.0,1.0,1.0,1.0
2487632#Hub240-17-Agent,930839#Hub240-17-Agent,0.9827884967442582,True,True,True,1.0,1.0,1.0,0.6119391354104042,0.3996188500734571,0.683970619682633,0.5708749265464474,0.5477865986194278,1.0,0.0,0.0,1.0,1.0
10092619#Agent700-36,11257757#Agent700-69,0.9824046049054153,True,True,True,1.0000000000000027,1.0,1.0,0.7684242924510136,0.5860893545615664,0.6613098047438939,0.6673123635555287,0.827891520427251,1.0,0.0,1.0,1.0,1.0
11257757#Agent700-71,16044260#Agent700-41,0.2494016472458052,False,True,False,0.9386673863177201,0.5925925925925926,0.0,0.4854565078538856,0.35706269416686975,0.7968797957612354,0.5883944310427396,0.42327853074217314,0.7382198223024152,0.0,0.0,1.0,1.0
1201538#Agent700-18,7809573#Agent100-19,0.9919867831857181,True,True,True,1.0000000000000007,1.0,1.0,0.6392714282067484,0.45413234409687675,0.6862789266057887,0.6701821601603208,0.8404802974716741,0.5796892577597844,1.0,1.0,0.0,1.0
16043945#Agent700-50,772230#Agent100-15,0.8561754863591517,True,True,True,0.9365983055669168,0.5769230769230769,1.0,0.5961076764824171,0.5120332502992313,0.5401398283085161,0.6347922067600942,0.5010872790697303,0.7427924220992768,0.0,1.0,1.0,1.0
10618171#Agent100-13,15600766#Agent100-9,0.2694832918030769,False,True,False,0.8952378996068058,0.6206896551724138,0.0,0.4525030932229326,0.3354254582216135,0.8074074521410124,0.5193969487494494,0.2430297556731102,1.0,0.0,0.0,1.0,1.0
1276795#Agent100-13,7264600#Agent100-11,0.2500249932527435,False,False,True,0.7430383795235491,0.5652173913043479,0.0,0.4807754698401144,0.3939386141393798,0.8493865470838945,0.8434605908330157,0.7231385853923353,0.994393374347918,0.0,0.0,0.0,1.0
1271799#Agent700-49,2089192#Agent700-33,0.7330705197783232,True,True,True,1.0000000000000002,1.0,0.0,0.48876928227815597,0.4044506449550843,0.44183911542659293,0.8122087808694443,0.46485209590922716,0.5023268455969094,1.0,1.0,1.0,1.0
1271084#Agent600-19,15499602#Agent700-31,0.9628056079124163,True,True,True,0.9999999999999996,1.0,1.0,0.6073274542300522,0.3543888142522251,1.0,0.8717554019484697,0.43998421030333357,1.0,0.0,0.0,1.0,1.0
15456413#Agent600-28,15477561#Agent600-28,0.9866037816741409,True,True,True,0.9999999999999991,1.0,1.0,0.6864383294390625,0.4483254067809447,0.7608108511911232,0.8344988821755518,0.7955095368416361,0.9999999999999999,0.0,0.0,0.0,1.0
13584524-203ad768-b2c1-437d-8e88-98e1a5fa856e#http://id.loc.gov/rwo/agents/n79046299,444963#Agent600-21,0.982303121264045,True,True,True,1.0000000000000004,1.0,1.0,0.5924413043905672,0.5019849413025623,0.5757061260094734,0.5208698944132315,0.4976289284770755,0.8025394987952119,0.0,1.0,1.0,1.0
12974399#Agent100-13,16044024#Agent700-40,0.9279487329604007,True,True,True,0.9386673863177201,0.5925925925925926,1.0,0.5895987759643866,0.4834043764343784,0.5223519274105641,0.4927264953716213,0.5311660206846498,0.28642489789445374,1.0,1.0,1.0,1.0
6269433#Agent100-16,9942165#Agent700-42,0.06933531638109101,False,False,True,0.8242277514815326,0.29166666666666663,0.0,0.31121849318257633,0.1852170437251524,0.36883508398120063,0.45705524568452244,0.18339175514404893,0.8873259570158769,0.0,1.0,1.0,1.0
11809050#Agent100-10,15632172#Agent600-30,0.9818759733272986,True,True,True,1.0000000000000018,1.0,1.0,0.5600988885684216,0.3569455956488354,0.6730749215758265,0.5324253859121884,0.3731928199008533,0.9995877548067811,0.0,0.0,1.0,1.0
3093038#Agent700-17,3750575-c55e9e58-6178-468b-b152-7d05a1298486#http://id.loc.gov/rwo/agents/n50041909,0.9547542792790706,True,True,True,1.0,1.0,0.0,0.47912237231891686,0.3610379704377703,0.7276479222130384,0.85530607136714,0.3563733684367294,0.6429481575496208,0.0,0.0,1.0,0.0
15517807#Agent600-25,760402-7a1efa58-d137-4c39-8850-defcf4e3788d#http://id.loc.gov/rwo/agents/n50039777,0.9794188615565032,True,True,True,0.9999999999999991,1.0,1.0,0.6642980935475271,0.45070853691143203,0.8053615400420162,0.6772261930846575,0.5804536448735562,0.9999999999999999,0.0,0.0,1.0,1.0
4776467#Agent600-19,88229#Agent700-22,0.9791519426608072,True,True,True,1.0000000000000018,1.0,1.0,0.6173910730284485,0.5960881056447394,0.5856298893985009,0.6218693411567104,0.508320065963898,1.0,0.0,1.0,1.0,1.0
5455073#Agent600-19,8111465#Agent600-17,0.9842812612048178,True,True,True,1.0,1.0,1.0,0.649325646948363,0.5701236834715702,0.6628133184324405,0.46609735095130533,0.6327550284356039,1.0,0.0,1.0,1.0,1.0
284546#Agent100-10,4582110#Agent100-14,0.99042480439272,True,True,True,1.0000000000000029,1.0,1.0,0.6140852331476334,0.4755038361582574,0.8341591314015382,0.4817287451999551,1.0,0.7943182275533597,0.0,1.0,0.0,1.0
16036257-434a482d-d7b0-4cd2-8dfe-62aeeb9b0494#http://id.loc.gov/rwo/agents/n79067862,3787332#Agent100-13,0.9917037474158739,True,True,True,1.0000000000000029,1.0,1.0,0.5903663723005284,0.4482889797974798,0.46220830268804625,0.49785010997034707,0.7095139692677597,0.7399948049407099,0.0,1.0,0.0,1.0
1196762#Agent800-17,3455085#Agent700-18,0.7886395002264942,True,True,True,1.0000000000000029,1.0,0.0,0.4956033480442015,0.34528322850624343,0.5375458563167113,0.6777630113804571,0.493262738787141,1.0,0.0,1.0,0.0,1.0
4143806#Agent700-26,9820535#Agent600-23,0.7475116427002473,True,True,True,0.9999999999999993,1.0,0.0,0.5361482317170967,0.3891391236154004,0.46776787912714396,0.5539936154890589,0.5847615760771885,0.9999999999999999,0.0,1.0,1.0,1.0
950941#Agent700-18,999847#Agent700-27,0.9509556068972925,True,True,True,0.9911826598186533,0.7264150943396226,1.0,0.7570306084188645,0.734583771230608,0.6968597742874123,0.8455808208649083,0.980888661685417,1.0,0.0,1.0,0.0,1.0
1499362#Agent700-20,3750575-c55e9e58-6178-468b-b152-7d05a1298486#http://id.loc.gov/rwo/agents/n50041909,0.9372116266195053,True,True,True,1.0,1.0,0.0,0.4118529677417122,0.19384930974925924,0.9999999999999998,0.8603516008061782,0.2803658777399702,0.6429481575496208,0.0,0.0,1.0,0.0
3258053#Agent100-16,883376#Hub240-15-Agent,0.9810844706411586,True,True,True,0.9999999999999991,1.0,1.0,0.6626060445611726,0.6714842239848315,0.9999999999999999,0.4872773682234307,0.7643872987112648,0.7954404018951244,0.0,1.0,1.0,1.0
6681584#Agent700-20,7256833#Agent100-11,0.9889382740926743,True,True,True,0.9999999999999999,1.0,1.0,0.6961355088546054,0.4665857059613534,0.8806854060575552,0.7372974914919743,1.0,0.7350649872234702,0.0,0.0,0.0,1.0
4616620#Agent100-17,733649#Agent100-14,0.9800489949394015,True,True,True,1.0000000000000027,1.0,1.0,0.6138000266300874,0.4359897187600042,0.8818965005299813,0.8334225117223566,0.7514615408418142,0.9999999999999998,0.0,1.0,0.0,1.0
11172403#Agent600-21,15571221-5a88eeb6-0063-4c36-a2b5-9826dd4b4c34#http://id.loc.gov/rwo/agents/n79081033,0.9807202482860384,True,True,True,0.9963171755074717,0.9528301886792453,1.0,0.7361109033205907,0.505872385234064,0.5212999258126596,0.632790326033551,0.8189021784692023,0.8131032040469632,0.0,1.0,1.0,1.0
11972272#Hub240-13-Agent,786540#Agent100-16,0.9737582578366228,True,True,True,1.0000000000000016,1.0,1.0,0.7222839037420139,0.48215773768820225,0.8449711241121631,0.7498119831149541,0.6291913552088446,0.9999999999999997,0.0,1.0,1.0,1.0
12143179#Agent700-38,16044261#Agent700-50,0.9298841965048984,True,True,True,0.9386673863177201,0.5925925925925926,1.0,0.6403782171532518,0.5401766455606146,0.9999999999999999,0.4073275747157793,0.47311567382733644,0.4140927642243454,1.0,0.0,1.0,1.0
12657553#Agent100-14,12657562#Agent100-12,0.9744173370008213,True,True,True,0.9999999999999989,1.0,1.0,0.7010483364558946,0.49661194294549543,0.8518547204886033,0.9504280693489868,0.6788720558794177,0.8261580753395164,1.0,1.0,1.0,1.0
2437107#Agent700-21,2522829#Agent100-12,0.9862634507440624,True,True,True,1.0000000000000018,1.0,1.0,0.7155487287250397,0.44716645889674733,0.7774138131524582,0.8394776592654027,0.6159476061589422,1.0,0.0,0.0,0.0,1.0
11985379#Agent700-29,666968#Agent100-16,0.98593523984953,True,True,True,1.0000000000000016,1.0,1.0,0.5847613717550372,0.5109945013055022,0.66944834729287,0.5710041313011831,0.4388282232721673,0.4973241594636361,1.0,1.0,1.0,1.0
11802031#Agent600-27,15638773#Agent600-39,0.9758323800261938,True,True,True,1.0000000000000016,1.0,1.0,0.5525396544441856,0.5054839937053237,0.7084809134635834,0.6310338213256661,0.6410461033236903,0.8565809180816268,0.0,1.0,1.0,1.0
14664573-b45dbf5f-7186-4436-b168-728e5ea831dd#http://id.loc.gov/rwo/agents/no2009091284,14664581-3f8f5729-36b6-4c45-8743-cc8309b2983b#http://id.loc.gov/rwo/agents/no2009091284,0.9742459164507224,True,True,True,0.9999999999999994,1.0,1.0,0.8261907671064419,0.673114233024688,1.0,0.9898985320003334,0.681595539440179,1.0,1.0,1.0,1.0,1.0
10755192#Agent600-20,10760509#Agent600-20,0.9793928981589645,True,True,True,1.0000000000000004,1.0,1.0,0.8156973158193633,0.5398194112173178,1.0,0.9661991443748275,0.7521491288853468,0.9999999999999999,1.0,0.0,1.0,1.0
10991365#Agent700-29,11009045#Agent700-33,0.9776218541177178,True,True,True,0.9999999999999976,1.0,1.0,0.7239019260474093,0.5486861178077783,1.0,0.9007052099869044,0.5197775377989537,1.0,1.0,0.0,1.0,1.0
13683466#Agent600-34,2404227#Agent100-12,0.3725933405402286,False,False,True,0.9375715801485813,0.5217391304347826,0.0,0.54890422180193,0.3651051092759693,0.7611072175783851,0.5176403841843484,0.8896270527462145,0.8565809180816268,0.0,0.0,0.0,1.0
1202703#Agent100-14,4183202#Agent700-36,0.9896808719738337,True,True,True,1.0000000000000016,1.0,1.0,0.5771034439991445,0.46688737258527746,0.8759395910743389,0.4516495734720255,0.8315776611232923,0.7711503913989346,0.0,1.0,0.0,1.0
1119397#Agent700-50,786540#Agent100-16,0.9786889846402516,True,True,True,1.0000000000000016,1.0,1.0,0.5857621205101975,0.45684555411865213,0.7677700050939542,0.5341115111263978,0.4985310653192049,0.8596905079841115,0.0,1.0,1.0,1.0
1437450#Agent100-14,15802619#Agent100-11,0.13980555226835042,False,False,True,0.752565464951265,0.31999999999999995,0.0,0.4856832846547431,0.3386228615325153,0.553030856595028,0.5639541773734417,0.6566965920937546,1.0,0.0,1.0,0.0,1.0
10651990#Agent600-20,1415289#Agent100-14,0.2799338840268883,False,False,True,0.8441690007630551,0.6666666666666667,0.0,0.4177622009390857,0.2338253427233379,0.9476259274411485,0.5236957500030203,0.22141041181132334,0.9752356425285541,0.0,0.0,1.0,1.0
7271089#Agent100-11,7271647#Agent100-11,0.9884271836097526,True,True,True,0.9999999999999993,1.0,1.0,0.7106941653095611,0.5585697593987128,1.0,0.7024087317788645,1.0,1.0,0.0,0.0,0.0,1.0
14664584-03791119-4eba-4522-8f4d-394a9355154a#http://id.loc.gov/rwo/agents/no2009091284,14666441-998c4748-d62d-4880-a3e6-3d5f86288164#http://id.loc.gov/rwo/agents/no2009091284,0.98134290358042,True,True,True,0.9999999999999994,1.0,1.0,0.825051284318956,0.7974085379477416,0.8176792962412105,0.8854982927982873,0.5937124158604747,0.8368597722774109,1.0,1.0,1.0,1.0
13783332-4a4a1b63-0ed9-4070-add5-41b7ced25b75#http://id.loc.gov/rwo/agents/n96022244,9588353#Agent600-19,0.9935827427215532,True,True,True,1.0000000000000009,1.0,1.0,0.580883498788167,0.5499434210553169,0.656612177479202,0.3696117219305496,0.8524079586921478,1.0,0.0,0.0,0.0,1.0
14606424#Agent700-35,8712470#Agent700-33,0.9747850523287622,True,True,True,1.0000000000000004,1.0,1.0,0.6541070005717419,0.4419011609209296,0.7096223030366301,0.9158600170189466,0.5061868958188742,0.9999999999999999,1.0,1.0,1.0,1.0
13667666#Agent600-28,15872652#Agent100-10,0.27257061242794106,False,False,True,0.8342362400330441,0.6,0.0,0.45740229393105114,0.34764323198049574,0.5096584208387569,0.49606152372514256,0.4069675819764571,1.0,0.0,1.0,1.0,1.0
1245281#Agent100-14,1249748#Agent100-16,0.9843137866910943,True,True,True,0.9999999999999974,1.0,1.0,0.6649063476302923,0.5044629121904151,1.0,0.6884458678710295,0.7362209761922556,0.9632967411328701,0.0,1.0,0.0,1.0
1492048-9b2a6246-f3a8-457d-a749-abc815b2ab2b#http://id.loc.gov/rwo/agents/n50042049,3108147#Agent100-10,0.2252168070686131,False,False,True,0.8372255163183779,0.56,0.0,0.39565067938726806,0.2247279720299139,0.7522375769887767,0.4761160851327147,0.38810170915077813,0.9969273654348177,0.0,0.0,1.0,1.0
11808232#Agent100-11,11810556#Agent100-11,0.9570917363374847,True,True,True,1.0000000000000022,1.0,1.0,0.6853884432377575,0.6516043926119559,1.0,0.9550123740482346,0.6224370764092637,1.0,0.0,1.0,1.0,1.0
